id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,is_estimated
111,Dứa,thơm|khóm,trái cây,57,0.3,13.84,0.06,0.2,12.65,1,105,12,,,82,Atkinson2021,"Atkinson et al. 2021, AJCN Suppl. Table 1 (#1164) — Pineapple, raw (Ananas comosa), Malaysia 2008, GI 82±4; glucose=100",,NIN,NIN Bảng TPTP VN (mã 11003),FALSE
112,Dưa hấu,,trái cây,18,1.2,2.8,0.2,0.5,,4.5,187.2,13,,,51,Atkinson2021,"Atkinson et al. 2021, AJCN Suppl. Table 1 (#1147) — Watermelon, raw, red-fleshed, seedless, Malaysia 2017, GI 51±2; glucose=100",,NIN,NIN Bảng TPTP VN (mã 5011),FALSE
113,Nhãn,,trái cây,60.0,1.31,15.1,0.1,1.1,,0.0,266,21.0,,,,,,,USDA,USDA FDC fdcId:169089,FALSE
114,Vải,,trái cây,49,0.7,10.75,0.35,1.1,,1,171,34,,,57,Atkinson2021,"Atkinson et al. 2021, AJCN Suppl. Table 1 (#1138) — Lychee, fresh, Australia 2009, GI 57±3; glucose=100",,NIN,NIN Bảng TPTP VN (mã 5052),FALSE
115,Ổi,,trái cây,61,0.6,12.94,0.76,6,8.92,4,291,16,,,29,Atkinson2021,"Atkinson et al. 2021, AJCN Suppl. Table 1 (#1131) — Guava, raw, Singapore 2017, GI 29±4; glucose=100",,NIN,NIN Bảng TPTP VN (mã 5040),FALSE
116,Thanh long,,trái cây,68,0.68,16.2,0.21,1.8,12.0,1,206,18,,,,,,,USDA,"USDA FDC (FNDDS/WWEIA Survey Foods) fdcId:2709234, foodCode 63116010, ""Dragon fruit""",FALSE
117,Na,mãng cầu ta,trái cây,69,1.6,15.1,0.2,0.8,,22.3,259.5,45,,,58,Chan2001_VN,"Chan HMS et al. 2001, Eur J Clin Nutr 55:1076-1083, Table 2 — Custard apple, fresh; glucose=100, n=12",,NIN,NIN Bảng TPTP VN (mã 5034),FALSE
118,Sầu riêng,,trái cây,138,2.5,28.3,1.6,1.4,,1,601,63,,,,,,,NIN,NIN Bảng TPTP VN (mã 5048),FALSE
119,Bơ,trái bơ,trái cây,756,0.5,0.5,83.5,0,,11,24,12,18.4,"USDA/ODS-NIH Purine DB R2.0 (2025) — Avocado, raw [Japan]. Bơ/trái bơ. Đo trên mẫu Nhật Bản.",,,,,NIN,NIN Bảng TPTP VN (mã 6001),FALSE
120,Nho,,trái cây,71,0.4,16.99,0.11,0.6,15.48,2,191,22,,,54,Atkinson2021,"Atkinson et al. 2021, AJCN Suppl. Table 1 (#1133-1135) — Grapes, trung bình 3 mẫu (Crimson 50/green 54/black 59); glucose=100",,NIN,NIN Bảng TPTP VN (mã 5037),FALSE
121,Chanh,,trái cây,29,0.9,5.96,0.14,1.3,,3,145,22,,,,,,,NIN,NIN Bảng TPTP VN (mã 5003),FALSE
122,Dừa (nước),nước dừa,trái cây,41,0.3,9.74,0.06,0.4,,2,130,12,,,,,,,NIN,NIN Bảng TPTP VN (mã 11013),FALSE
123,Sữa tươi không đường,,sữa,60.0,3.27,4.63,3.2,0,,38.0,150,101,,,,,,sữa,USDA,USDA FDC fdcId:746782,FALSE
124,Sữa tươi có đường,,sữa,,,,,,,,,,,,,,,sữa,,,FALSE
125,Sữa đặc có đường,,sữa,65,3.3,4.66,3.7,0,4.66,46,155,95,,,61,Chan2001_VN,"Chan HMS et al. 2001, Eur J Clin Nutr 55:1076-1083, Table 2 — Milk, full-cream condensed, sweetened; glucose=100, n=12",sữa,NIN,NIN Bảng TPTP VN (mã 10035),FALSE
126,Sữa chua,yaourt|da ua,sữa,61,3.3,3.6,3.7,0,,46,155,95,5.2,USDA/ODS-NIH Purine DB R2.0 (2025) — Yogurt (not further specified) [Japan]. Sữa chua — PROXY loại không rõ chi tiết. Bản Bắc Mỹ 'plain' cho 7.0 (dải 5.2-7.0).,,,,sữa,NIN,NIN Bảng TPTP VN (mã 10004),FALSE
127,Phô mai,pho mát,sữa,380,25.5,0,30.9,0,,621,98,424,,,,,,sữa,NIN,NIN Bảng TPTP VN (mã 10009),FALSE
128,Sữa bột nguyên kem,,sữa,494,27,38,26,0,,371,1330,790,,,,,,sữa,NIN,NIN Bảng TPTP VN (mã 10006),FALSE
129,Dầu ăn thực vật,,dầu mỡ,884,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,,,,,,,USDA,USDA FDC fdcId:171411,FALSE
130,Mỡ lợn,mỡ heo,dầu mỡ,902,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,,,,,,,USDA,USDA FDC fdcId:171401,FALSE
131,Bơ động vật,,dầu mỡ,717,0.85,0.06,81.1,0.0,0.06,643,24.0,24.0,,,,,,sữa,USDA,USDA FDC fdcId:173410,FALSE
132,Lạc rang,đậu phộng rang,hạt,587,24.4,21.3,49.7,8.4,4.9,410,634,363,,,,,,lạc,USDA,USDA FDC fdcId:174262,FALSE
133,Vừng,mè,hạt,607,20.94,21.98,48.33,3.65,0.31,11.46,487.5,655.21,36.3,USDA/ODS-NIH Purine DB R2.0 (2025) — Sesame [Japan]. Vừng/mè. Đo trên mẫu Nhật Bản.,,,,vừng,NIN,NIN Bảng TPTP VN (mã 3020011),FALSE
134,Hạt điều,,hạt,608,18.4,29.3,46.3,0.6,5.91,12,660,462,,,,,,hạt cây,NIN,NIN Bảng TPTP VN (mã 3015),FALSE
135,Hạt sen,hột sen,hạt,164,9.5,30.3,0.5,0.8,,1,367,164,,,,,,,NIN,NIN Bảng TPTP VN (mã 4040),FALSE
136,Nước cốt dừa,,dầu mỡ,230,2.29,5.54,23.8,2.2,3.34,15,263,100,,,,,,,USDA,"USDA FDC (FNDDS/WWEIA Survey Foods) fdcId:2705413, foodCode 11370000, ""Coconut milk, used in cooking""",FALSE
137,Nước mắm,,gia vị,35,5.06,3.64,0.01,0,,7720,288,7,93.1,"USDA/ODS-NIH Purine DB R2.0 (2025) — Sauce, fish [Japan]. Nước mắm — khớp loại trực tiếp (fish sauce). Đo trên mẫu Nhật Bản.",,,,cá,NIN,NIN Bảng TPTP VN (mã 13017),FALSE
138,Nước mắm giảm mặn,,gia vị,20,4.0,2.0,0,0,,4000,150,20,,,,,,cá,estimated,Ước tính nước mắm giảm mặn (~1/2 nước mắm thường) — Na ~4.000 mg/100 g,TRUE
139,Muối ăn,,gia vị,0,0,0,0,0,0,38758,8,0,,,,,,,curated,"USDA FDC 'Salt, table' — Na 38758 mg/100 g (NaCl)",FALSE
140,Bột canh,,gia vị,0,0,0,0,0,0,33000,0,0,,,,,,,estimated,Ước tính bột canh (~85% muối + MSG) — Na ~33.000 mg/100 g; cần đối chiếu nhãn,TRUE
141,Hạt nêm,,gia vị,5,1.0,1.0,0,0,,17000,20,10,,,,,,,estimated,Ước tính hạt nêm (muối + MSG + chiết xuất) — Na ~17.000 mg/100 g; cần đối chiếu nhãn,TRUE
142,Mì chính,bột ngọt,gia vị,0,0,0,0,0,0,12280,0,0,,,,,,,curated,"Mì chính = MSG (NaC5H8NO4) — natri hoá học 12,28% khối lượng",FALSE
143,Nước tương,xì dầu,gia vị,55,6.3,7.46,0.04,0.8,1.7,5637,217,125,50.25,"USDA/ODS-NIH Purine DB R2.0 (2025) — Soy sauce made from soy and wheat (shoyu) [Japan]. Nước tương/xì dầu. Đo trên mẫu Nhật Bản — shoyu (đậu nành+lúa mì) là loại phổ biến nhất, gần với nước tương VN.",,,,đậu nành|gluten,NIN,NIN Bảng TPTP VN (mã 13022),FALSE
144,Mắm tôm,,gia vị,73,14.8,3.6,1.5,0,,4054,200,100,,,,,,hải sản,estimated,Na 4054 từ NIN 'Mắm tôm đặc' (mã 13011); macro ước tính từ mắm tôm đặc,TRUE
145,Mắm nêm,,gia vị,,,,,,,,,,,,,,,cá,,,FALSE
146,Mắm ruốc,,gia vị,,,,,,,,,,,,,,,hải sản,,,FALSE
147,Tương ớt,,gia vị,41,0.5,8.5,0.5,0.9,2.55,25,564,16,,,,,,,NIN,NIN Bảng TPTP VN (mã 13021),FALSE
148,Dầu hào,,gia vị,73,2.9,14.7,0.3,0,,3379,74,32,134.4,"USDA/ODS-NIH Purine DB R2.0 (2025) — Sauce, oyster [Japan]. Dầu hào — khớp loại trực tiếp. Đo trên mẫu Nhật Bản.",,,,hải sản,NIN,NIN Bảng TPTP VN (mã 13027),FALSE
149,Đường trắng,,gia vị,385,0.0,99.6,0.32,0,,1.0,2.0,0.0,,,,,,,USDA,USDA FDC fdcId:746784,FALSE
150,Đường thốt nốt,,gia vị,,,,,,,,,,,,,,,,,,FALSE
151,Tỏi,,gia vị,126,6,24.65,0.35,1.5,1,18,373,181,17.0,"USDA/ODS-NIH Purine DB R2.0 (2025) — Garlic, raw [Japan]. Tỏi. Đo trên mẫu Nhật Bản.",,,,,NIN,NIN Bảng TPTP VN (mã 4103),FALSE
152,Gừng,,gia vị,41,0.4,8.59,0.51,3.3,1.7,7,316,8,2.3,"USDA/ODS-NIH Purine DB R2.0 (2025) — Ginger root, raw [Japan]. Gừng. Đo trên mẫu Nhật Bản.",,,,,NIN,NIN Bảng TPTP VN (mã 13003),FALSE
167516,"Waffles, buttermilk, frozen, ready-to-heat",,bánh nướng,273,6.58,41.05,9.22,2.2,,621,126,388,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167516",FALSE
167517,"Waffle, buttermilk, frozen, ready-to-heat, toasted",,bánh nướng,309,7.42,48.39,9.49,2.6,,710,138,444,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167517",FALSE
167518,"Waffle, buttermilk, frozen, ready-to-heat, microwaved",,bánh nướng,289,6.92,44.16,9.4,2.4,,663,110,410,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167518",FALSE
167519,"Waffle, plain, frozen, ready-to-heat, microwave",,bánh nướng,298,6.71,45.41,9.91,2.4,,682,148,410,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167519",FALSE
167520,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",,bánh nướng,501,5.1,64.3,24.83,1.9,,471,113,117,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167520",FALSE
167521,"Pie Crust, Cookie-type, Chocolate, Ready Crust",,bánh nướng,484,6.08,64.48,22.42,2.7,,503,187,120,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167521",FALSE
167522,"Pie, Dutch Apple, Commercially Prepared",,bánh nướng,290,2.17,44.54,11.5,1.6,,200,76,29,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167522",FALSE
167523,"Pie crust, deep dish, frozen, unbaked, made with enriched flour",,bánh nướng,468,5.52,46.79,28.74,1.4,,353,91,68,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167523",FALSE
167524,"Waffles, chocolate chip, frozen, ready-to-heat",,bánh nướng,297,5.8,45.68,10.1,1.5,,529,74,272,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167524",FALSE
167525,"Tostada shells, corn",,bánh nướng,474,6.15,64.43,23.38,5.8,,657,237,203,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167525",FALSE
167526,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",,bánh nướng,374,7.12,47.84,17.12,0.7,,510,350,200,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167526",FALSE
167527,"Bread, pound cake type, pan de torta salvadoran",,bánh nướng,390,7.06,51.29,17.45,1.7,,390,210,300,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167527",FALSE
167528,"Pastry, Pastelitos de Guava (guava pastries)",,bánh nướng,379,5.48,47.76,18.5,2.2,,231,103,56,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167528",FALSE
167529,"Crackers, snack, Goya Crackers",,bánh nướng,433,14.25,64.35,13.35,3.8,,665,124,145,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167529",FALSE
167530,"Crackers, cream, Gamesa Sabrosas",,bánh nướng,484,7.01,64.55,20.37,2.4,,1148,129,98,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167530",FALSE
167531,"Crackers, cream, La Moderna Rikis Cream Crackers",,bánh nướng,464,7.19,64.88,19.5,2.4,,752,117,100,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167531",FALSE
167532,"Bread, white wheat",,bánh nướng,238,10.66,43.91,2.15,9.2,,478,127,103,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167532",FALSE
167533,"Bagels, wheat",,bánh nướng,250,10.2,48.89,1.53,4.1,,439,165,142,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167533",FALSE
167534,"Cream puff, eclair, custard or cream filled, iced",,bánh nướng,334,4.41,37.43,18.52,0.9,,265,68,71,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167534",FALSE
167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",,bánh nướng,297,8.01,49.27,7.58,2.4,,742,133,213,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167535",FALSE
167536,"Snacks, beef jerky, chopped and formed",,đồ ăn vặt,410,33.2,11,25.6,1.8,,1785,597,407,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167536",FALSE
167537,"Snacks, corn-based, extruded, chips, plain",,đồ ăn vặt,539,6.17,57.27,33.36,4,,514,144,194,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167537",FALSE
167538,"Snacks, corn-based, extruded, chips, barbecue-flavor",,đồ ăn vặt,523,7,56.2,32.7,5.2,,763,236,207,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167538",FALSE
167539,"Snacks, corn-based, extruded, cones, plain",,đồ ăn vặt,510,5.8,62.9,26.9,1.1,,1022,81,44,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167539",FALSE
167540,"Snacks, fruit leather, pieces",,đồ ngọt,359,1,82.82,2.68,0,,199,164,24,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167540",FALSE
167541,"Snacks, fruit leather, rolls",,đồ ngọt,371,0.1,85.8,3,0,,317,294,31,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167541",FALSE
167542,"Snacks, granola bars, hard, plain",,đồ ăn vặt,471,10.1,64.4,19.8,5.3,,294,336,277,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167542",FALSE
167543,"Snacks, granola bars, hard, almond",,đồ ăn vặt,495,7.7,62,25.5,4.8,,256,273,228,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167543",FALSE
167544,"Snacks, granola bars, soft, uncoated, raisin",,đồ ăn vặt,448,7.6,66.4,17.8,4.2,,282,362,220,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167544",FALSE
167545,"Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",,đồ ăn vặt,466,5.8,63.8,24.9,3.4,,200,313,199,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167545",FALSE
167546,"Candies, honey-combed, with peanut butter",,đồ ngọt,473,8.72,67.41,20.18,1.9,,174,220,132,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167546",FALSE
167547,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",,đồ ăn vặt,508,10.2,53.4,31.1,2.8,,193,339,227,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167547",FALSE
167548,"Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",,đồ ăn vặt,432,9.8,62.2,20,4.2,,328,377,262,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167548",FALSE
167549,"Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",,đồ ăn vặt,583,7.29,45.06,43.55,8.1,,909,182,199,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167549",FALSE
167550,"Snacks, popcorn, cakes",,đồ ăn vặt,384,9.7,80.1,3.1,2.9,,288,327,277,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167550",FALSE
167551,"Snacks, popcorn, caramel-coated, with peanuts",,đồ ăn vặt,400,6.4,80.7,7.8,3.8,,177,355,127,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167551",FALSE
167552,"Snacks, popcorn, caramel-coated, without peanuts",,đồ ăn vặt,431,3.8,79.1,12.8,5.2,,206,109,83,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167552",FALSE
167553,"Snacks, potato chips, made from dried potatoes, reduced fat",,đồ ăn vặt,502,4.56,64.76,26.14,3.2,,450,760,129,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167553",FALSE
167554,"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",,đồ ăn vặt,547,6.6,51.3,37,1.2,,541,496,169,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167554",FALSE
167555,"Snacks, pretzels, hard, plain, salted",,đồ ăn vặt,384,10.04,80.39,2.93,3.4,,1240,223,128,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167555",FALSE
167556,"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",,đồ ăn vặt,457,7.5,70.9,16.7,2.4,,569,225,145,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167556",FALSE
167557,"Snacks, rice cakes, brown rice, sesame seed",,đồ ăn vặt,392,7.6,81.5,3.8,5.4,,227,290,375,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167557",FALSE
167558,"Snacks, tortilla chips, plain, white corn, salted",,đồ ăn vặt,472,7.1,67.78,20.68,5.4,,328,182,225,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167558",FALSE
167559,"Snacks, tortilla chips, nacho cheese",,đồ ăn vặt,519,7.36,60.81,27.42,5.1,,691,223,252,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167559",FALSE
167560,"Snacks, tortilla chips, ranch-flavor",,đồ ăn vặt,501,7.19,62.74,24.63,4,,519,259,252,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167560",FALSE
167562,"Candies, ALMOND JOY Candy Bar",,đồ ngọt,479,4.13,59.51,26.93,5,,142,254,112,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167562",FALSE
167563,"Candies, TWIZZLERS CHERRY BITES",,đồ ngọt,338,2.97,79.38,1.7,0.1,,261,14,47,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167563",FALSE
167564,"Candies, NESTLE, BIT-O'-HONEY Candy Chews",,đồ ngọt,388,2,80.89,7.5,0.2,,295,44,28,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167564",FALSE
167565,"Candies, NESTLE, BUTTERFINGER Bar",,đồ ngọt,459,5.4,72.9,18.9,2,,230,220,97,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167565",FALSE
167566,"Candies, caramels, chocolate-flavor roll",,đồ ngọt,387,1.59,87.73,3.31,0.1,,44,116,57,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167566",FALSE
167569,"Candies, confectioner's coating, yogurt",,đồ ngọt,522,5.87,63.94,27,0,,88,290,157,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167569",FALSE
167570,"Candies, confectioner's coating, peanut butter",,đồ ngọt,529,18.3,46.88,29.8,5,,250,505,310,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167570",FALSE
167571,"Candies, white chocolate",,đồ ngọt,539,5.87,59.24,32.09,0.2,,90,286,176,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167571",FALSE
167572,"Ice creams, vanilla, light",,đồ ngọt,180,4.78,29.46,4.83,0.3,,74,208,103,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167572",FALSE
167573,"Ice creams, vanilla, rich",,đồ ngọt,249,3.5,22.29,16.2,0,,61,157,105,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167573",FALSE
167574,"Desserts, flan, caramel custard, prepared-from-recipe",,đồ ngọt,145,4.53,22.78,4.03,0,,53,118,96,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167574",FALSE
167575,"Ice creams, vanilla",,đồ ngọt,207,3.5,23.6,11,0.7,,80,199,105,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167575",FALSE
167576,"Ice creams, vanilla, light, soft-serve",,đồ ngọt,126,4.9,21.8,2.6,0,,70,221,121,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167576",FALSE
167577,"Sherbet, orange",,đồ ngọt,144,1.1,30.4,2,1.3,,46,96,40,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167577",FALSE
167578,"Candies, fudge, peanut butter, prepared-from-recipe",,đồ ngọt,387,3.78,77.75,6.59,0.7,,118,119,68,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167578",FALSE
167579,"Candies, fudge, vanilla, prepared-from-recipe",,đồ ngọt,383,1.05,82.15,5.45,0,,47,49,30,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167579",FALSE
167580,"Candies, fudge, vanilla with nuts",,đồ ngọt,435,3,74.61,13.69,0.9,,42,103,73,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167580",FALSE
167582,"Candies, NESTLE, BABY RUTH Bar",,đồ ngọt,475,5.4,64.8,21.6,2,,230,249,94,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167582",FALSE
167584,"Syrups, table blends, pancake, with butter",,đồ ngọt,291,0,72.43,0.09,0,,287,3,10,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167584",FALSE
167585,"Ice creams, chocolate, light",,đồ ngọt,187,5,25.7,7.19,0.8,,71,170,83,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167585",FALSE
167587,"Candies, milk chocolate",,đồ ngọt,535,7.65,59.4,29.66,3.4,,79,372,208,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167587",FALSE
167588,"Puddings, banana, dry mix, instant, prepared with 2% milk",,đồ ngọt,105,2.76,19.74,1.7,0,,296,131,216,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167588",FALSE
167589,"Puddings, banana, dry mix, regular, prepared with 2% milk",,đồ ngọt,101,2.9,18.43,1.73,0,,164,137,83,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167589",FALSE
167590,"Andrea's, Gluten Free Soft Dinner Roll",,bánh nướng,257,5.65,40.24,8.2,2.9,,544,165,128,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167590",FALSE
167591,"Crunchmaster, Multi-Grain Crisps, Snack Crackers, Gluten-Free",,bánh nướng,456,10.91,67.18,15.92,7.5,,370,339,354,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167591",FALSE
167592,"Glutino, Gluten Free Cookies, Chocolate Vanilla Creme",,bánh nướng,474,2.19,76.03,17.89,2.5,,275,157,70,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167592",FALSE
167593,"Glutino, Gluten Free Cookies, Vanilla Creme",,bánh nướng,487,2.19,77.34,18.79,0,,189,67,32,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167593",FALSE
167594,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Original",,bánh nướng,467,9.42,65.81,18.42,2.4,,947,169,156,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167594",FALSE
167595,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Parmesan",,bánh nướng,459,11.16,64.7,17.29,3.5,,1187,168,204,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167595",FALSE
167596,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Pizza",,bánh nướng,469,9.67,65.11,18.93,3.5,,815,326,173,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167596",FALSE
167597,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",,bánh nướng,320,3.13,52.83,10.7,3.5,,528,92,37,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167597",FALSE
167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",,bánh nướng,298,5.4,51.15,8.02,5.5,,515,107,70,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167598",FALSE
167599,"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",,bánh nướng,309,7.25,49.09,9.34,4.9,,510,123,77,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167599",FALSE
167600,"Udi's, Gluten Free, Whole Grain Dinner Rolls",,bánh nướng,329,11.8,44.29,11.6,11.2,,507,273,233,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167600",FALSE
167601,"Van's, Gluten Free, Totally Original Pancakes",,bánh nướng,215,3.31,40.32,4.55,1.5,,331,127,306,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167601",FALSE
167602,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",,rau củ,259,15.34,46.24,1.39,36.7,,4331,2944,260,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167602",FALSE
167603,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated",,rau củ,31,1.86,5.62,0.17,4.5,,526,358,32,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167603",FALSE
167604,"Potatoes, hash brown, refrigerated, unprepared",,rau củ,84,1.75,19.16,0.08,1.8,,42,425,70,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167604",FALSE
167605,"Potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",,rau củ,242,3.24,33.99,10.3,3.6,,77,704,122,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167605",FALSE
167606,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",,rau củ,182,2.16,35.58,8.92,5.7,,146,409,59,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167606",FALSE
167607,"Moose, meat, raw (Alaska Native)",,thực phẩm bản địa Mỹ,103,22.3,0,1.5,0,,65,317,165,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167607",FALSE
167627,"Mush, blue corn with ash (Navajo)",,thực phẩm bản địa Mỹ,54,0.66,11.74,0.49,1.1,,8,58,39,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167627",FALSE
167628,"Cornmeal, blue (Navajo)",,thực phẩm bản địa Mỹ,398,10.4,76.93,5.44,8.7,,7,393,354,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167628",FALSE
167629,"Melon, banana (Navajo)",,thực phẩm bản địa Mỹ,21,0.84,4.06,0.2,0.3,,11,140,9,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167629",FALSE
167636,Tamales (Navajo),,thực phẩm bản địa Mỹ,153,6.28,18.12,6.12,3.1,,427,131,99,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167636",FALSE
167637,"Stew, steamed corn (Navajo)",,thực phẩm bản địa Mỹ,112,8.82,10.8,3.75,2.3,,104,177,107,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167637",FALSE
167638,"Fish, halibut, raw, with skin (Alaska Native)",,thực phẩm bản địa Mỹ,116,20.53,1.81,2.92,0,,79,449,244,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:167638",FALSE
