id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,thai_bo_pct,is_estimated
3019,Đậu Đũa,đậu que,rau,57,6,8.3,0,2,,5,194,16,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3020,Đu đủ xanh,,rau,22,0.8,4.6,0,2,,7,215,50,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3021,Giá đỗ xanh,,rau,43,5.5,5.3,0,2,,23,164,91,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3022,Hẹ lá,,rau,16,2.2,1.8,0,0.9,,6,234,45,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3023,Lá lốt,,rau,39,4.3,5.4,0,2.5,,15,598,980,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3024,Măng chua,,rau,11,1.4,1.4,0,4.1,,9,486,29,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3025,Ớt vàng to,,rau,28,1.3,5.7,0,1.4,,15,257,120,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3026,Rau bí,,rau,18,2.7,1.7,0,1.7,,17,390,26,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3027,Rau diếp,,rau,13,1.2,2,0,0.5,,14,254,37,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3028,Rau dđay,,rau,24,2.8,3.2,0,1.5,,16,417,57,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3029,Rau dền đỏ,,rau,41,3.3,6.2,0.3,1.6,,56,417,123,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3030,Rau khoai lang,,rau,22,2.6,2.8,0,1.4,,19,498,54,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3031,Súp lơ,bông cải,rau,30,2.5,4.9,0,0.9,,20,349,51,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3032,Cam,,trái cây,37,0.9,8.4,0,1.4,,4,108,23,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3033,Chuối tây,,trái cây,66,0.9,15,0.3,0,,17,286,15,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3034,Dứa ta,thơm ta|khóm ta,trái cây,29,0.8,6.5,0,0.8,,24,157,17,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3035,Hông đỏ,,trái cây,28,0.7,6.2,0,2.5,,4,214,19,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3036,Hồng ngâm,,trái cây,38,0.9,8.6,0,2.5,,3,217,19,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3037,Mít dai,,trái cây,48,0.6,11.4,0,1.2,,3,368,28,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3038,Nho ta,,trái cây,14,0.4,3.1,0,2.4,,11,120,22,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3039,Táo tây,,trái cây,47,0.5,11.3,0,0.6,,15,102,13,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3040,Thịt bò loại I,,thịt,118,21,0,3.8,0,0,83,378,226,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho'); thải bỏ 2% tra CHÉO từ NIN mã 7003 'Beef, grade I' | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",2,FALSE
3041,Thịt cừu,,thịt,219,16.4,0,17,0,0,91,256,117,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho') | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
3042,Gan bò,,thịt,110,17.4,3,3.1,0,,110,213,340,,,,,,,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3043,Cua nghẹ,,thủy sản,54,11.9,0,0.7,0,0,316,322,125,,,,,,hải sản,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho') | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
3044,Sò,,thủy sản,51,8.8,3,0.4,0,,380,223,82,,,,,,hải sản,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3045,Tôm đồng,,thủy sản,90,18.4,0,1.8,0,0,418,316,150,,,,,,hải sản,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho') | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",,FALSE
3046,Lòng đỏ trứng gà,,trứng,327,13.6,1,29.8,0,,108,169,532,,,,,,trứng,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
3047,Lòng trắng trứng gà,,trứng,46,10.3,1,0.1,0,,215,172,16,,,,,,trứng,NIN,"NIN - Bảng thành phần dinh dưỡng (bảng nội bộ do chuyên gia dinh dưỡng dự án biên soạn/sử dụng từ nguồn NIN, file 'Bảng xác định nhu cầu dinh dưỡng + thực đơn.xlsx', sheet 'Bảng TP có phospho')",,FALSE
4000,Ngô vàng hạt khô,bắp vàng hạt khô,ngũ cốc,362,8.6,71.4,4.7,2,,35,287,190,,,,,,,NIN,"Bảng TPTP VN 2017, mã 01008, tr.24",2,FALSE
4001,Bỏng ngô,bỏng bắp,ngũ cốc,386,8.6,84.2,1.6,3.4,,346,609,47,,,,,,,NIN,"Bảng TPTP VN 2017, mã 01015, tr.26",0,FALSE
4002,Bột gạo nếp,,ngũ cốc,365,8.2,79.4,1.6,0.6,,3,293,148,,,,,,,NIN,"Bảng TPTP VN 2017, mã 01016, tr.26",0,FALSE
4003,Bột gạo tẻ,,ngũ cốc,360,6.6,82.6,0.4,0.4,,0,76,135,,,,,,,NIN,"Bảng TPTP VN 2017, mã 01017, tr.26",0,FALSE
4004,Bột ngô vàng,bột bắp vàng,ngũ cốc,367,8.3,74.5,4,1.5,,5,315,170,,,,,,,NIN,"Bảng TPTP VN 2017, mã 01019, tr.26",0,FALSE
4005,Khoai lang nghệ,,khoai củ,119,1.2,27.9,0.3,0.8,,350,107,56,,,,,,,NIN,"Bảng TPTP VN 2017, mã 02009, tr.30",13,FALSE
4006,Khoai lang khô,,khoai củ,348,2.2,83.6,0.5,3.6,,86,584,137,,,,,,,NIN,"Bảng TPTP VN 2017, mã 02022, tr.32",5,FALSE
4007,Khoai tây khô,,khoai củ,343,6.6,78.5,0.3,3.4,,25,1410,180,,,,,,,NIN,"Bảng TPTP VN 2017, mã 02023, tr.32",0,FALSE
4008,Cùi dừa non,,hạt,54,3.5,6.1,1.7,3.5,,141,454,53,,,,,,,NIN,"Bảng TPTP VN 2017, mã 03002, tr.36",0,FALSE
4009,Đậu tương,,đậu,418,34,29.1,18.4,4.5,,2,1504,690,,,,,,đậu nành,NIN,"Bảng TPTP VN 2017, mã 03007, tr.36",2,FALSE
4010,Bột đậu xanh,,hạt,363,24.6,60.4,2.5,3.9,,6,1185,100,,,,,,,NIN,"Bảng TPTP VN 2017, mã 03023, tr.38",0,FALSE
4011,Bột lạc,bột đậu phộng,hạt,583,27.5,17.1,45,2.1,,4,414,380,,,,,,lạc,NIN,"Bảng TPTP VN 2017, mã 03024, tr.38",0,FALSE
4012,Hạt bí đỏ rang,,hạt,528,35.1,25.3,31.8,2.3,,172,383,900,,,,,,,NIN,"Bảng TPTP VN 2017, mã 03028, tr.38",19,FALSE
4013,Tào phớ,,hạt,46,3.8,5.1,1.2,0,,33,85,23,,,,,,đậu nành,NIN,"Bảng TPTP VN 2017, mã 03033, tr.40",0,FALSE
4014,Cà bát,,rau,28,1.2,5.57,0.13,1.5,,2,230,16,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04004, tr.44",5,FALSE
4015,Cải bắp đỏ,bắp cải đỏ,rau,61,1.9,13,0.2,4,,27,243,42,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04011, tr.44",22,FALSE
4016,Chuối xanh,,rau,78,1.2,17.48,0.32,1,,13,256,27,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04019, tr.46",32,FALSE
4017,Củ cải trắng khô,,rau,290,17.6,51.6,1.5,17.7,,278,3494,204,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04022, tr.46",0,FALSE
4018,Hành củ tươi,,rau,29,1.3,5.22,0.28,0.7,4.24,17,212,49,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04037, tr.48 | sugar_g = 4.24 g/100 g tra chéo từ USDA FoodData Central fdcId:170000 'Onions, raw' [R2 CHỐT 2026-08-18 (DAT-28): chỉ bổ sung cột đường, các chỉ số khác giữ nguyên nguồn gốc. Ánh xạ được XÁC MINH bằng đối chiếu mô tả USDA trả về, không đoán fdcId — bản đầu của scripts/tra_sugar_g_usda.py hardcode id theo trí nhớ và sai 4/8 dòng (rau muống ra Asparagus, bí xanh ra Cucumber), nên nay bắt buộc tìm-rồi-đối-chiếu. ⚠️ Hạn chế đã biết: carb_g của dòng này từ bảng NIN còn sugar_g từ USDA — hai bảng đo giống/điều kiện khác nhau nên tỷ lệ đường/carb có thể lệch so với tỷ lệ nội bộ của USDA. Ràng buộc sugar_g <= carb_g vẫn được validate_data.py kiểm.]",24,FALSE
4019,Hạt sen tươi,hột sen tươi,rau,164,9.5,30.3,0.5,0.8,,1,367,164,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04040, tr.48",39,FALSE
4020,Hạt sen khô,hột sen khô,rau,342,20,60.2,2.4,2.2,,5,1368,285,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04041, tr.48",0,FALSE
4021,Khế,,rau,26,0.6,5.47,0.23,2.6,,2,133,8,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04045, tr.48",13,FALSE
4022,Măng tây,,rau,24,2.2,3.36,0.14,2.3,,2,202,6,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04052, tr.50",50,FALSE
4023,Măng tre,,rau,31,1.7,5.59,0.21,4.1,,4,533,58,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04053, tr.50",50,FALSE
4024,Ngải cứu,,rau,33,3.8,4.4,0,2,,98,612,45,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04057, tr.50",31,FALSE
4025,Ngó sen,,rau,65,1,15.13,0.07,1.2,,40,556,51,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04059, tr.50",11,FALSE
4026,Ớt xanh to,,rau,31,1.3,6.07,0.13,1.5,,3,175,25,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04063, tr.50",10,FALSE
4027,Dưa chuột muối,,rau,17,0.8,3.06,0.14,0.7,,1208,23,20,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04118, tr.58",0,FALSE
4028,Mộc nhĩ,,rau,332,10.6,72,0.2,7,,70,708,201,,,,,,,NIN,"Bảng TPTP VN 2017, mã 04125, tr.60",10,FALSE
4029,Chôm chôm,,trái cây,77,1.5,17.7,0,1.3,,94,69,15,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05004, tr.64",50,FALSE
4030,Dâu tây,,trái cây,59,1.8,12.1,0.4,4,,37,292,23,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05009, tr.64",15,FALSE
4031,Dưa bở,,trái cây,21,0.5,4.3,0.2,0.7,,0,201,36,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05010, tr.64",10,FALSE
4032,Dứa tây,thơm tây|khóm tây,trái cây,40,0.5,9.23,0.07,0.4,,1,115,11,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05015, tr.64",40,FALSE
4033,Đào,,trái cây,37,0.9,7.8,0.2,1.5,,0,190,34,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05016, tr.66",12,FALSE
4034,Hồng Xiêm,,trái cây,58,0.5,12.5,0.7,2.5,,12,193,24,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05022, tr.66",10,FALSE
4035,Lựu,,trái cây,79,0.6,18.85,0.15,2.5,,3,259,23,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05024, tr.66",85,FALSE
4036,Mơ,,trái cây,50,0.9,11.03,0.27,0.8,,1,259,26,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05031, tr.68",14,FALSE
4037,Mơ khô,,trái cây,290,3,66.9,1.1,4.1,,10,1162,106,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05032, tr.68",0,FALSE
4038,Nho ngọt,,trái cây,71,0.4,16.99,0.11,0.6,,2,191,22,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05037, tr.68",1.9,FALSE
4039,Quả bơ vỏ xanh,,trái cây,103,1.9,2.8,9.4,0.5,,2,351,85,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05042, tr.68",28,FALSE
4040,Vải khô,,trái cây,264,3,58.6,1.9,1,,3,1110,58,,,,,,,NIN,"Bảng TPTP VN 2017, mã 05053, tr.70",44,FALSE
4041,Thịt bê mỡ,,thịt,144,19,0,7.5,0,0,76,329,188,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07001, tr.78 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",2,FALSE
4042,Thịt chó sấn,,thịt,338,16,0,30.4,0,0,20,255,43,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07008, tr.78 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",2,FALSE
4043,Thịt chó vai,,thịt,230,18,0,17.6,0,0,32,176,36,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07009, tr.78 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",2,FALSE
4044,Thịt gà ta,,thịt,199,20.3,0,13.1,0,0,70,189,200,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07013, tr.80 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",52,FALSE
4045,Thịt gà tây,,thịt,218,20.06,0.04,15.3,0,,66,236,320,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07014, tr.80",53,FALSE
4046,Thịt Hươu,,thịt,94,19,0,2,0,0,51,318,205,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07015, tr.80 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",2,FALSE
4047,Thịt lợn mỡ,thịt heo mỡ,thịt,394,14.5,0,37.3,0,0,42,253,156,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07016, tr.80 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",2,FALSE
4048,Thịt ngỗng,,thịt,409,14,0,39.2,0,0,73,308,210,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07019, tr.80 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",52,FALSE
4049,Thịt ngựa,,thịt,176,21.5,0,10,0,0,62,291,200,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07020, tr.80 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",2,FALSE
4050,Thịt thỏ nhà,,thịt,158,21.5,0,8,0,0,41,330,224,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07021, tr.80 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",45,FALSE
4051,Thịt thỏ rừng,,thịt,103,23.5,0,1,0,0,50,378,226,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07022, tr.80 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",45,FALSE
4052,Bầu dục bò,,thịt,67,12.5,0.3,1.8,0,,200,262,219,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07029, tr.82",7,FALSE
4053,Bầu dục lợn,bầu dục heo,thịt,81,13,0.3,3.1,0,,121,390,223,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07030, tr.82",2,FALSE
4054,Chân giò lợn,chân giò heo,thịt,230,15.7,0,18.6,0,0,47,315,106,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07032, tr.82 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",38,FALSE
4055,Dạ dày lợn,dạ dày heo,thịt,85,14.6,0,2.9,0,0,75,140,144,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07034, tr.82 | sugar_g = 0 [R2 CHỐT 2026-08-18 (DAT-28): SUY RA TẤT YẾU, không phải tra cứu mới — carb_g = 0 ở chính dòng này, mà đường là một phần của carbohydrate tổng nên sugar_g không thể lớn hơn 0. Ràng buộc sugar_g <= carb_g đã được scripts/validate_data.py kiểm tra. Nguồn của carb_g giữ nguyên như ghi ở trên, dòng này không thêm nguồn mới.]",2,FALSE
4056,Gan gà,,thịt,111,18.2,2,3.4,0,,71,335,260,243,"USDA/ODS-NIH Purine DB R2.0 (2025) — Chicken liver, raw. Gan gà. Mức tin cậy: khớp trực tiếp.",,,,,NIN,"Bảng TPTP VN 2017, mã 07040, tr.82",0,FALSE
4057,Mề gà,,thịt,99,21.3,0.6,1.3,0,,69,237,150,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07048, tr.84",4,FALSE
4058,Lưỡi lợn,lưỡi heo,thịt,178,14.2,1.4,12.8,0,,110,243,118,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07045, tr.82",3,FALSE
4059,Óc lợn,óc heo,thịt,123,9,0.4,9.5,0,,120,258,311,,,,,,,NIN,"Bảng TPTP VN 2017, mã 07050, tr.84",8,FALSE
